ZCTA5CE20,rat_sightings,population,poverty_rate,borough,pop_white,pop_black,rats_per_1000,white_prop,black_prop,white_pct,black_pct,poverty_pct
10469,588,68521,0.1660247987555314,Bronx,11611,41790,8.581310839012858,0.16945170093839845,0.6098860203441281,16.945170093839845,60.98860203441281,16.60247987555314
10470,377,16004,0.1101394169835234,Bronx,7538,4923,23.55661084728818,0.47100724818795303,0.3076105973506623,47.1007248187953,30.761059735066233,11.01394169835234
10471,304,23798,0.0579222011385199,Bronx,16465,3608,12.774182704428945,0.6918648625934952,0.15160937893940668,69.18648625934952,15.160937893940668,5.79222011385199
10472,1558,64011,0.341629671609836,Bronx,8059,19796,24.339566636984266,0.1259002358969552,0.3092593460498977,12.59002358969552,30.92593460498977,34.1629671609836
10473,449,58855,0.2264034228568482,Bronx,11281,27040,7.628918528587206,0.19167445416702064,0.45943420270155466,19.167445416702066,45.943420270155464,22.64034228568482
10474,433,11270,0.2932917316692667,Bronx,2182,4492,38.420585625554565,0.19361135758651288,0.39858030168589176,19.361135758651287,39.858030168589174,29.32917316692667
10475,55,42578,0.1488677796967952,Bronx,5595,29666,1.291746911550566,0.13140589036591668,0.6967447977828926,13.140589036591669,69.67447977828925,14.886777969679521
11001,34,25493,0.0351999372130439,Queens,16019,1596,1.333699446906994,0.6283685717647982,0.06260542109598713,62.836857176479825,6.260542109598713,3.5199937213043904
11004,51,13615,0.0892994021155909,Queens,4922,911,3.74586852735953,0.3615130370914433,0.06691149467499082,36.15130370914433,6.6911494674990815,8.92994021155909
11040,14,41988,0.0366578758091584,Queens,18984,983,0.33342859864723257,0.4521291797656473,0.023411450890730684,45.21291797656473,2.3411450890730685,3.66578758091584
11101,851,42219,0.1519846963175514,Queens,20263,5275,20.156801440109902,0.4799497856415358,0.1249437457069092,47.99497856415358,12.49437457069092,15.19846963175514
11102,1566,28503,0.1258609671234822,Queens,17226,2915,54.94158509630565,0.6043574360593622,0.1022699364979125,60.435743605936224,10.22699364979125,12.586096712348219
11103,1013,35163,0.1054745357183547,Queens,24372,2524,28.80869095355914,0.6931149219349885,0.07177999601854222,69.31149219349885,7.177999601854222,10.54745357183547
11104,654,26132,0.1055755533430343,Queens,15420,1030,25.026787080973516,0.5900811265880912,0.039415276289606616,59.00811265880912,3.9415276289606616,10.55755533430343
11105,1297,37936,0.0921035239379279,Queens,29697,1776,34.18916069169127,0.7828184310417545,0.04681568958245466,78.28184310417545,4.6815689582454665,9.210352393792789
